문장,긍정 확률,star,result
재개봉으로 볼 수 있어서 너무 조아요 ,0.9918450713157654,10,10.0
추천받아서 봤는데 재밌네요 재개봉 할만한듯 ,0.992251455783844,10,10.0
옛날분위기가 이색적으로 다가와서 좋았다 ,0.9920845031738281,8,8.0
뭔가 나에게는 진부한 영화 ,0.016493147239089012,6,0.0
노아같은 사람이 되고싶습니다 ,0.927531898021698,10,9.0
잔잔한 영화를 좋아하는 분들께 추천해요  ,0.9742387533187866,9,9.0
두 남녀의 감동적인 사랑눅구나의 가슴에 갖고있는 꿈같은 사랑 ,0.9921225905418396,10,10.0
시간이 흘러도 변하지 않는 명작 ,0.9921187162399292,10,10.0
감덩  진정한 사랑을 느낌 ,0.9756991863250732,10,10.0
또봐도 따뜻한 영화네요 ,0.9918123483657837,8,8.0
세번째 보는데  감동은 여전하네요 영원한 사랑을 그리고 그런 인생을 살수 있을까최고입니다 ,0.9919629096984863,10,10.0
언제나 봐도 재밌는 노트북  ,0.9915241003036499,10,10.0
몇번을 봐도 항상 감동을 주는 영화 ,0.9918872714042664,10,10.0
재미가이쑈이숏이쇼여자는별로 ,0.5382938385009766,9,5.0
감동적이네요 ,0.9925138354301453,10,10.0
너무 재밌었어요 옆사람 모두 훌쩍훌쩍 ,0.9918227791786194,10,10.0
정말 감동적입니다모처럼 눈시울이 찡하네요 ,0.9918897747993469,10,10.0
잔잔하고 예쁜 사랑 이야기 ,0.9923136830329895,8,8.0
재밌어여 오랫만에봤습니다 ,0.9922972321510315,10,10.0
조아요조아요조아요조아요 ,0.9924375414848328,10,10.0
멜로 로맨스의 정석이다 ,0.9869769215583801,10,10.0
역시 명작 언제봐도 감동적이고 눈물나는스토리 인생영화 ,0.9913962483406067,10,10.0
지루하고 뻔한 스토리 자자 ,0.007632734254002571,6,0.0
내인생 최고의 영화 스토리 음악 배경 무엇하나 빠지지 않고 너무 아름다운 가을에 딱 보기 좋은 러브스토리 재개봉해주셔서 너무 감사합니다 ,0.9915831685066223,10,10.0
역시나 역시나 명불 허전 ,0.34709861874580383,10,3.0
혼자심야로 봤는데 기대이상으로 재밋고 영화가 따뜻해요 오랜만에 멜로영화보니 따뜻해져서 좋아요 ,0.9915210008621216,10,10.0
다시보고싶은영화  ,0.9920401573181152,10,10.0
헷 재밋더요 헷  또보구파 ,0.9725311398506165,9,9.0
명불허전 아름다운첫사랑의 고전 ,0.9924588799476624,10,10.0
다시봐도 아름다운 영화 ,0.9917778968811035,10,10.0
여친이랑 보고 분위기좋았어요 잔잔하고 로맨틱해서 영화보고 같이 포옹햇어요 여친이 되게 좋아하네요 자기는 두번본영화면서지루하지않게 보더라궁노 레이첼 맥아담스가 너우 연기를잘하고 사랑스러운거 같아요 그런역할에 어울리는 배우 인듯 암튼굿굿 ,0.9921010136604309,6,6.0
재개봉해서 다시 봐도  좋네요 ,0.9924843907356262,8,8.0
감동다시 봐도 감동이네요 어쩌면 뻔히 보이는 스토리 이니만 한번쯤 누구나 꿈꾸는 사랑이 아닐까요 좋은영화에서 감동과 재미를 얻고 갑니다 ,0.9918453097343445,9,9.0
너무 사랑스러운 영화예요  ,0.9922785758972168,10,10.0
생일날 보게 된 좋은 영화네용 ,0.990992546081543,8,8.0
오랜만에 마음 따뜻해지는영화 ,0.991672933101654,9,9.0
한사람을 위한 마음이 이루어내는 기적같은 사랑이야기가과거의 풍경과 어우러져 마음이 따뚯해지는 영화였다 ,0.9914512038230896,8,8.0
마음이 따뜻해지는 영화 좋아요 ,0.9919195175170898,10,10.0
역시 다시봐도 감동 최고의 영화 ,0.9917032122612,10,10.0
첫사랑과 끝사랑의 아름다움 ,0.9922959208488464,7,7.0
볼 때마다 먹먹하고 설레이는 영화 ,0.9919249415397644,10,10.0
아름다운 영화입니다 ,0.9921363592147827,10,10.0
진짜 사랑을 하면 나에게든 상대에게든 진실할 수 있음을 일깨워주는 영화 ,0.991976797580719,9,9.0
내가 가장 사랑하는 영화 ,0.9918938279151917,10,10.0
이렇게 사랑하고싶다를 계속 느끼게해준 영화 ,0.9917308688163757,10,10.0
사랑하는 연인의 모습 깊어가는 가을에 나도 사랑하고 싶다고 생각 이 들었습니다 ,0.9917594790458679,10,10.0
최고의영화 네요 재개봉 안했으면 몰랐을텐데 재밌게보았습니다 ,0.9920284152030945,10,10.0
재밌어요 여자친구랑봤는데 좋아요  ,0.9922978281974792,10,10.0
안봤으면 후회할뻔가슴아픈 그러나 너무아름다운 러브스토리울었습니다 ,0.992043673992157,10,10.0
옛날에 집에서 봤었는데 극장에서 볼 수 있어서 너무 좋았습니다 ,0.9921160340309143,10,10.0
넘나 슬퍼여감동 ,0.9924167394638062,9,9.0
가슴찡해유 설레이는 사랑이 잘 와닿았네요 ,0.9922616481781006,10,10.0
연인들이 꼭봐야 할 영화중 한편이라 생각함니다 ,0.9923545122146606,10,10.0
흥미진진 합니다 남자분들이 보심 더 좋을거 같기도 하고암튼 전개빠르고  감명깊었어요 ,0.9918549060821533,8,8.0
한번쯤 꿈꾸는 사랑을 무난하게 그려낸 작품이면서 각각의 캐릭터들이 사랑스럽고 감정이입이 잘되도록 진행되어 재밌게 보았습니다 ,0.9913913011550903,8,8.0
꼭봐야됩니다 영화같은영화본느낌임 ,0.9888759255409241,10,10.0
인생영화 번볼거임노아와 앨리의 사랑은 정말 아무도 따라잡을 수 없다 ,0.992340087890625,6,6.0
실화라서 더 뜻깊게본거같아요 굿 ,0.9922382235527039,10,10.0
내인생 최고의 사랑영화 ,0.9920618534088135,10,10.0
  라고 했을때 뭉클 ,0.7644111514091492,10,8.0
재미있었습니닿 ,0.9314097762107849,8,7.0
사랑하는 사람이랑 꼭 봐야 할 영화남친이랑 보러가서 손 꼭잡고 눈물 흘리며 봤네요나도 저렇게 평생 사랑해야지 하며남친 손 꼭잡고 나옴  ,0.992434024810791,10,10.0
사랑하고 싶은 영화였어요넘나 둘다 사랑스러웠움힝 ,0.9915887713432312,10,10.0
감동적이얐어요  과거와 헌재의 공존 감덩 굿 ,0.992265522480011,10,10.0
아주 좋아요 아주 좋아요 ,0.9924526810646057,10,10.0
너무 행복해서 판타지 같았던 ,0.9907497763633728,10,10.0
이런스토리  너무뻔한스토리의 연애라서 아쉬웠습니다흔희들볼수잇는 드라마영화에나오는 뻔한스토리마치 옛날영화 타이타닉이랑 별다를게없네요 과정은끝은 헤피엔딩 하늘나라로함께간다는점은 깔끔하네요 ,0.030809935182332993,5,0.0
마음까지따스해지는영화 ,0.9921531081199646,9,9.0
재미있고 감동이 있어요괜찮은 영화네요 ,0.9923555850982666,10,10.0
보는내내 마음이 아련아련다시봐도 넘 좋은 영화였어요 ,0.9917277097702026,10,10.0
이미 여러번 영화임에도 스크린으로 보고 싶어서 재개봉한 영화관에 찾아가서 봤습니다 이입해서 많이 울고 왔네요 내용을 알고 보면 더 슬픈 영화입니다 강추 ,0.9918930530548096,10,10.0
예전의 그 아름다운 영화를 영화관에서 다시 보다니 그사실만으로도 가슴벅차고 좋더라는 ,0.9919822812080383,10,10.0
혼자봄 명작 명작 명작 명작 명작 ,0.9917028546333313,10,10.0
번 보았는데 오늘 와이프랑 다시 보았습니다 약시 진한 감동 ,0.9919843077659607,9,9.0
감동적이예요너무 멋져요 로아 ,0.9921162724494934,10,10.0
진짜 로맨스라서 고민많이했는데 진짜너무좋았어요 ,0.9920728802680969,10,10.0
 명작이라고 듣기만하고 별 기대없이 봤는데 너무 많은 감동받고 가요 연인과 함께 보면 더 좋을꺼같아요 추천합니다 ,0.9919161200523376,10,10.0
감동입니다 두번보세요 ,0.9923921823501587,10,10.0
두번째 봅니다 봐도봐도 너무 좋네요 ,0.9920122027397156,10,10.0
굳굳 여자친구랑 재밌게 봣어요 ,0.9920394420623779,9,9.0
슬퍼요 그렇지만 잔잔한 감동이 잇네요 ,0.9925040006637573,10,10.0
같은내용 같은전개 같은결말 또다른감동 ,0.8351976871490479,10,8.0
정말 재밌고 감동적이네요 ,0.9920069575309753,8,8.0
감동감동감동 명작인 이유가있네요 처음 만 빼면 ,0.9920763969421387,10,10.0
마음까지 따뜻해지는 영화사랑이란 이런것이다라는 것을 다시한번 느꼈어요 ,0.99174964427948,10,10.0
예전에 잘 봤던 영화를 다시 영화관에서 보게되니 좋았어요 ,0.9921374917030334,10,10.0
다시봐도 감동백배네오 강추합니다 ,0.9923292994499207,10,10.0
멋진 사랑 이야기 ,0.9909707307815552,10,10.0
너무재미있어요 나도 노아를 선택할꺼예요 ,0.9925619959831238,8,8.0
나중엔 할아버지얼굴만 봐도 슬펏음 다시봐도 굿 ,0.9921219348907471,10,10.0
재미있네요 근데 약혼자가 조금 불쌍해 보이기도  ,0.991521954536438,8,8.0
쏘쏘 딱 점 정도입니다 ,0.09224921464920044,8,1.0
언제봐도 뭉클합니다 ,0.9922221302986145,10,10.0
인생영화 너무 좋았어요 ,0.9920211434364319,10,10.0
진실된 남여의 사랑을 본거 같네요 ,0.9862267374992371,10,10.0
년 뒤에 재개봉을 하도 보러 갈겁니다 ,0.9848797917366028,10,10.0
한사람을 지극히 사랑했기에 성공한 인생이라는 말을 그대로 설명해주는 멋진 영화네요 ,0.9920199513435364,9,9.0
아 잼써  올만에 로맨쓰  ,0.9478152990341187,10,9.0
추워지는 날씨 마음은 따듯 ,0.6466630101203918,8,5.0
사랑스러워 반하지 않을 수 없는 ,0.9920867085456848,10,10.0
여운이 많이 남는 영화입니다 ,0.9920022487640381,10,10.0
기대를 너무 많이하고 가서인지 무난합니다 ,0.20256629586219788,6,1.0
지루할 수 있는 로맨스를 어른들의 동화로 만들어낸 영화책을 읽어주듯한 전개가 신선하다 옛날영화라 믿을 수 없을만큼 아름다운 연출법 옛날영화라 망설였는데 보길잘했다 로맨스 영화는 고리타분하다 생각했는데 영상미에 반한 영화 ,0.9924184083938599,9,9.0
오랜만에 설레임을 느낄수 있었던 영화다운받아 계속 볼 것 같은 영화 ,0.9918521046638489,8,8.0
최고 정말 감동적이에요 ,0.9923305511474609,9,9.0
굿 마지막에 울뻔 ,0.9916322827339172,10,10.0
정말 또 봐도 재미있는 최고의 영화였습니다 ,0.9917450547218323,10,10.0
다시봐도 걸작 말이 필요없는 걸작 ,0.9918448328971863,10,10.0
잔잔하면서 감동적인 영화 젊은관객과 장년층 관객을  함께 노린 내용과  구성 영화 내용과 시대를 상징하는  제목의 매치는 찾기가  불가능한 영화 ,0.15097203850746155,8,1.0
사랑한다면 이 주인공처럼하고싶다 ,0.9918270111083984,10,10.0
잔잔하게 감동이 있습니다 ,0.9923776388168335,8,8.0
노아랑 그 여성분 행복하세요 ,0.5213662385940552,9,5.0
너무 감동이에요 인생영화 ,0.9921546578407288,10,10.0
다시봐도 역시 좋네요 어려서 연애할때 봤을때랑 지금은 또 다른 느낌이에요 하이틴 스타 느낌은 두 배우도 지금은 멋진 헐리웃 스타가 됐네요 리멤버 타이탄에서의 어린 라이언 고슬링 더 페밀리 스톤에서의 어린 레이첼 맥아담스도 다시 찾아봐야겠어요 ,0.991332471370697,10,10.0
명불허전말이 필요없었어요 ,0.9921756386756897,10,10.0
정말 정말 재밌었어요 ,0.9921437501907349,10,10.0
영화가 너무 이뻐요  ,0.9922379851341248,10,10.0
눈물겹게 아름다운 부부의 사랑이야기감동이었습니다 ,0.9921067953109741,8,8.0
스토리도좋고 감동적이네요 몰입도도 좋고 ,0.9916747212409973,8,8.0
시간내어 일부러 찾아보아도 후회하지않음나를 다시 생각하게되는 영화모든 요소에서 최고너무많이 울었음 먹먹해졌는데 힘들지않은 영화 ,0.9920209050178528,10,10.0
잔잔한 감동이 있네요 ,0.9924424886703491,10,10.0
감명깊게 봤습니다 정말 많은 걸 생각하게 하는 영화네요 ,0.9919232726097107,10,10.0
다시 재개봉해서 보러갔는데 영상미도 너무 좋고 진짜 너무 잔잔하고 너무 좋았어요 ,0.9915000796318054,10,10.0
주변 사람들한테 꼭 한번 보라고 추천해주고싶은 영화 ,0.992265522480011,10,10.0
재개봉하기에 충분했던 영화 뜨거웠던 옛사랑에 대해 다시금 떠올려 볼 수 있었던 시간이었다 ,0.9923225045204163,8,8.0
재미보다는 감동이 있는영화 ,0.8015162348747253,9,7.0
제 인생영화가 되었습니다 ,0.9924963712692261,10,10.0
기억에 남는 영화였습니다 ,0.9923045039176941,10,10.0
감동적이에요잘봤습니다 ,0.992536187171936,10,10.0
신랑이랑봤는데 너무좋네요 감동적이고 ,0.9920516014099121,9,9.0
다시한번보고싶은영화 ,0.9920178651809692,10,10.0
영화 보면서 눈에서 땀났어요 ,0.9881239533424377,10,10.0
평점만보고 무작정 예매해서 봤는데첨엔유쾌하고 재밌엇는데 갈수록 눈물그렁그렁하네요영상미도 좋고요 배우들 연기도너무 멋있어요인생에서 기억에 남을 영화중 하나가 될것같습니다 ,0.9921339750289917,9,9.0
대박재밋음대박재밋음대박재밋음대박재밋음대대박재밋음대박재밋음대박재밋음대박재밋음박재밋음대박재밋음대박재밋음대박재밋음대박재밋음대박재밋음대박재밋음대박재밋음대박재밋음대박재밋음대박재밋음대박재밋음대박재밋음대박재밋음대박재밋음대박재밋음대박재밋음대박재밋음대박재밋음대박재밋음 ,0.6607794165611267,10,7.0
이 영화 보면서 많이 울었어요 사랑이란게 무엇인지 다시금 생각해보는 계기가 되었네요 ,0.9917423725128174,10,10.0
년의 자신의 이야기들과 기억들이 덤으로 따라오는 참 좋은 영화 ,0.991922914981842,9,9.0
뻔한스토리지만전혀뻔하지않고잔잔한감동도있습니다 ,0.9921039342880249,9,9.0
영상이아름답고먹먹함 ,0.9919629096984863,8,8.0
인생영화예요 완전  ,0.9924255609512329,9,9.0
정말 멋진 영화였습니다인생에 있어서 정말 중요한게 무엇인지 그 가치를 깨닫게 해주는 영화입니다 ,0.9918426275253296,10,10.0
너무너무 좋은 영화였습니다 ,0.9923034906387329,10,10.0
예정에 한번 봤었는데  지금다시봐도 역시 명작이네요 완전 추천 ,0.9919540286064148,10,10.0
저는 다시본게아니라 처음봤는데 왜 사람들이 재개봉하면 극장에서 또 보고싶어하는지 알겠어요정말 재밌게봤어요 ,0.9921998381614685,10,10.0
정말 아름답다 나도 이렇게 진심으로 사랑할게요 ,0.9920527935028076,9,9.0
언제봐도 명작볼때마다 새로운느낌 ,0.9920610189437866,10,10.0
언제봐도 따뜻하고 가슴 먹먹해지는 영호 ,0.9917963743209839,10,10.0
너무 아름다운 영화였습니다 ,0.9922813773155212,10,10.0
감동적이야 휴지없으면 큰일날뻔 ,0.5514000654220581,10,6.0
저는재밋어하하하하하요 ,0.9754974842071533,10,10.0
재밌써여완전완전완전 ,0.9923357367515564,10,10.0
자극적인 소재의 영화가 많은데잔잔하고 사랑에 대해 진지하게 생각해볼 수 있는 계기가 되었음 ,0.9920445680618286,8,8.0
소름돋네요 중간중간 수학에대해 정말무지하지만 재미있게 보게됩니다  ,0.9919633865356445,8,8.0
오랫만에 봤는데도  감동이 밀려오네요 ,0.9920107126235962,8,8.0
꼭 보고 싶었던 영화 그리고 과거로의 추억들  풋사랑은  순간을 영원으로 착각한다 란 명대사가 틀렸슴을 보여준 눈물 쬐끔 흘린 명화 ,0.9915987253189087,10,10.0
그냥잼있었습니다좀지루했지만 ,0.9582036137580872,10,10.0
지루한느낌도 있을지 모르지만 보는관점에서 다른거같고 멜로영화 말고 코미디멜로 좋아하는 인으로서  이런멜로영화는 대환영 ,0.7610525488853455,10,8.0
재개봉으로 좋은 영화를 알게되어 좋았습니다 ,0.9924805164337158,10,10.0
차분하게 볼 수 있는 재미있는 형화임 ,0.9920187592506409,8,8.0
좋아요 ,0.9891816973686218,10,10.0
역시 노트북 언제봐도 굳 ,0.9923310279846191,9,9.0
시간이나 하는데 지루하지않게 잘 봤습니다 ,0.9922114610671997,10,10.0
사랑은 마약과 같다 한번취하면 저렇게되니까 ,0.7779288291931152,10,8.0
노트북 영화는 열번봐도 감동적인 나의 인생영화다 최고 ,0.9920686483383179,10,10.0
오랜만에 감성을 자극하네요잔잔히 흐르는 이야기속에 나도 모르게 빠져들어버린 영화입니다사랑하는 사람과 꼭 함께 봐야할 영화인듯 ,0.9912288188934326,9,9.0
안울라켔는데울컥해서무한감동나도 저런 사랑 해보고파쌍데빌 싸가지와 함께라면 더 좋겠지멍구 ,0.9830076694488525,10,10.0
론이불쌍해요 ,0.6827848553657532,10,7.0
짱짱 다시 봐도 명화굳굳숙 ,0.9919998645782471,9,9.0
레이첼 맥아담스 핵존예 ,0.72238689661026,10,7.0
언제봐도멋진영화에요 ,0.9922088384628296,10,10.0
진짜 감동 두범째 보는데 역시 명작입니다   ,0.9919940233230591,10,10.0
명작입니다  썸녀와 같이봤는데 아주 좋아하네요 ,0.9921749234199524,9,9.0
감동적이고재밌네요 ,0.9921797513961792,10,10.0
재미있었습니다 오랜만에 옛날추억생각났네요 ,0.9920084476470947,10,10.0
가장 좋아하는 영화  ,0.9923843741416931,10,10.0
정말 재밌게봣어요 레이첼 맥아담스 ,0.9914308190345764,10,10.0
감동적인 영화  여주인공이 너무 사랑스럽다 ,0.9923438429832458,10,10.0
명작이 왜 명작인지 알겠어요 진짜 사랑이 뭔지를 보여주는 영화였습니다 안녕헤이즐 영화가 떠오르네요 ,0.9916654229164124,10,10.0
너무 사랑하고싶어지는 영화네요 ,0.991899847984314,10,10.0
시대의 배경도 너무 좋다  ,0.9921362400054932,10,10.0
살면서 가장 아름다운 영화 ,0.9919642210006714,10,10.0
아름답고 슬픈 이야기 ,0.9921804666519165,8,8.0
좋아하는 사람은 쟁취하는 느낌인가 나랑은 거리가 먼 이야기지만 꼭 이루고싶은 꿈이네 ,0.9924594759941101,9,9.0
여자친구랑 같이 보기 정말 좋은 영화같아요 ,0.9904736876487732,10,10.0
너무 감동적이고 잘 봤습니다 ,0.9921002984046936,10,10.0
감동적인 러브스토리 잘봤습니다 ,0.9925099611282349,10,10.0
두번째 보고나서야 제목이 왜 노트북인지 알았다 다시 평가되는 영화 ,0.8464567065238953,10,8.0
가슴따뜻해지는영화  ,0.991976797580719,9,9.0
인생최고의 로맨스영화 ,0.9916267395019531,10,10.0
영화끝나고도 다시 생각하면 울컥해지는 영화였어요 ,0.9917614459991455,8,8.0
다시 봐도 재미있고 감동이에요 ,0.9919162392616272,10,10.0
감동감동감동감감동감동 ,0.9921358823776245,6,6.0
최고의로맨스영화에요 ,0.9918602108955383,10,10.0
년 가까이 지나고 다시봐도 명작 ,0.9919083714485168,10,10.0
저런 삶을 살 수 있다면 ,0.9510370492935181,10,10.0
영화가 예술이란 말이 딱 맞아 떨어지는 영화예요 ,0.1685144305229187,10,2.0
정말 그런 사랑이 존재할까요 존재한다면 모든 걸 포기하더라도 사랑을 택할듯 ,0.9864625334739685,9,9.0
그림을 보는듯한 아름다운 영상과 발랄한 재미와 저절로 눈물이 나는 감동이 느껴지는 정말 오랫만에  넘 좋은 영화를 봤네요완전 강추입니다 ,0.9913132786750793,10,10.0
세번째 보는 영화입니가 ,0.9883268475532532,10,10.0
감동적인영화입니다 꼭보시길바래요 ,0.9925343990325928,10,10.0
엄청나게 명작이에요꿀잼 ,0.9923471212387085,10,10.0
두번째 보는데도 감동입니다 ,0.9920241832733154,10,10.0
옛날에보고 좋았던영화라 재개봉해서 본건데 또봐도감동이네요 ,0.9919344186782837,10,10.0
너무쟈밌게봤어요  ,0.9920873045921326,10,10.0
많은 생각을 하게 해주는 영화예요언제 봐도 멋진 영화 ,0.9916763305664062,10,10.0
무릎을 탁치며 그래 이런게 사랑이지 하게 되는 영화 ,0.991949200630188,10,10.0
다시 봐도 역시 명작입니다 ,0.9918791055679321,10,10.0
감동이이요 오래간만에 ,0.992293119430542,9,9.0
이 영화를 본 사람은 당신인생의 최고의 걸작임에 동의할것이라고 생각한다말 필요없고 이 사랑 한번 꼭 해보고 싶다는 생각이들게만든다  ,0.9919906258583069,10,10.0
최고의 감동실화 ,0.9924589991569519,10,10.0
내 머리속 추상적으로만 존재하던 무조건적인 사랑이 뭔지 다시 일깨워준 고마운 영화 ,0.9693472385406494,8,8.0
부러워서 눈물이 또르르 ,0.9813463091850281,10,10.0
남자의 순애보도 있군요 앨리를 바라보는 노아의 촉촉한 눈빛과  자존감 무너지는 표정 앨리의 눈물 범벅과 노아를 사랑하는 열정에 가슴이 시렸습니다마음이 따뜻해지고 옆지기를 돌아보게 만드는 영화네요 ,0.9911630153656006,10,10.0
명작은 명작의 이유가 있다 ,0.9907445311546326,10,10.0
영원까지 함께하는 사랑 참 보기 드문 아름다움이었어요 ,0.9918157458305359,9,9.0
영상미가 예뻤고 여주도 넘 예뻤어요 볼만하구 재밌었습니다 ,0.9916540384292603,9,9.0
재밌네요 예전에봣다가 다시보는건데 ,0.9920851588249207,10,10.0
아주 감동  재밋어요 ,0.9924347400665283,10,10.0
여자친구랑 보게됬는데 보는내내 감정이입되서 여자친구랑 손 꼭잡고 봤네요  정말 재미있었습니다  ,0.9920159578323364,10,10.0
멜로영화를 좋아하는 편이 아닌데 눈물을 닦으면서 관람했네요 이 시대에 연인들에게 강추하는 영화입니다 ,0.9917945265769958,10,10.0
영화의 내용전개는 시작후 오분이면 예상가능 하지만 그냥 뭔가 아름답다 ,0.9906099438667297,7,7.0
슬프고 재미있는 영화입니디 ,0.9924141764640808,10,10.0
와 정말 아름다운 영화네요 ,0.9921877384185791,9,9.0
사랑의 의미를 알게 된 영화 ,0.992232084274292,9,9.0
재밌어요 또 볼거에요 존잼 ,0.9923596978187561,10,10.0
역시나 명작  다시 극장에서 볼 수 있어서 너무 행복했다 ,0.99201899766922,10,10.0
어머이건꼭봐야돼강추 ,0.9908527731895447,10,10.0
예나 지금이나 감동적인 영하 ,0.25341981649398804,10,3.0
시간이 흘렀어도 감동은 지속되는 그런 영화 ,0.7023581862449646,9,6.0
왜케 눈물이나는지감동적예써여 ,0.9824103116989136,8,8.0
감동적 두번봣는데 여전히 먹먹함 ,0.9920880198478699,9,9.0
이제서야 보는데 너무 감동적이에여  ,0.9921708106994629,10,10.0
노트북은 진짜 명작번봣다 ,0.9581688046455383,10,10.0
두번째 보는 영화인데도 여전히 감동을 선사하는 눈물샘을 자극하는 아름다운 영화 ,0.9916651844978333,10,10.0
보러 가자 해놓고 미루다가 오늘 보고 왔습니다 스크린에서 느껴지는 감동은 여전하더군요 중요한 장면에서 음악이 나올때 온몸에 전율이 돋더라구요 ,0.9923256635665894,10,10.0
너무 좋았어요 남자친구생기면 손잡고보고싶음 ,0.9921574592590332,10,10.0
기대했던 영화였는데 눈물펑펑 흘리고 개구리 눈으로 퇴장함 실화였다니 더 슬프고 슬펐다 왜 다들 인생영화라고 하는지 알것같다 ,0.5689452290534973,9,5.0
살아온 인생을 뒤돌아 보는 잔찬한 감동이 생겨나는 영화 ,0.9918254613876343,8,8.0
정말 내 인생 최고의영회이 영화를 이제야 봤다는 것이 후회스러울 정도였다 망설임 없는 사랑도 좋았고 마지막까지 색다른 느낌의 로맨스였다 너무 행복한 시간이었다 ,0.9912179112434387,10,10.0
구구우우웃 ,0.6133503913879395,10,6.0
감동실화역시 슬프고 사랑하고싶게만드는영화네요 ,0.9919968247413635,10,10.0
보면서 펑펑 울었다 나도 이런 사랑 해보고 싶다 ,0.9920044541358948,10,10.0
아름다운영화였다 훈훈해 ,0.9925109148025513,10,10.0
정말정말정말 감동적이었다 ,0.9919829964637756,10,10.0
많은 사람들에게 추천받았던 영화 그래서 기대가 컸던 영화 일요일 아침잠을 포기할만큼예상가능한 스토리였지만 기대한 것보다 훨씬 좋았다 사랑에 대한 진정성이 느껴졌기 때문이다제작진과 배우분들에게 감사함을 표하고 싶다 ,0.9916980266571045,10,10.0
진짜 괜찮았아요 최고 또보러가고픔 ,0.9919480681419373,10,10.0
감사합니다 너무 좋은 영화였어요 ,0.9923112392425537,10,10.0
감동의 감성로맨스 연기력에 다시 한번 푹 빠져봤고 아름다운 멜로에 다시 한번 울었다 ,0.991077184677124,9,9.0
정말 최고다 잔잔하고 여운이 깊게 남은영호 ,0.9918009638786316,10,10.0
여러번 봤던 거여도 영화관에서 또 보니까 느낌이 또 좋았어요 ,0.992163896560669,10,10.0
몇번을봐도 좋은 영화 ,0.9922073483467102,10,10.0
마음이 따뜻해지는 영화입니다 ,0.9918197393417358,10,10.0
명작입니다 정말최고 ,0.9923262596130371,10,10.0
예전에 재미있게 본 영화를 다시 봐서 좋았어요 ,0.9922623634338379,10,10.0
감동적이었습니당 ,0.25895556807518005,9,2.0
다시 보고싶은 로맨스 영화 ,0.9921614527702332,9,9.0
오랜만에 밈 부여잡고 울었네요진짜 사랑이 어떤것인지 느끼게해주는 순수하고 진실함 느끼게하는 영화 ,0.9914883375167847,9,9.0
정말 최고의 감동 최고의 영화  ,0.9920459985733032,10,10.0
세번째보는 영화임에도 감동은 여전했고 물질주의에 빠진 이시대에 사는 우리가 잃은 많은것들에 대한 향수를 불러일으키는  시간이었음 ,0.9918666481971741,10,10.0
굿 자 자      ,0.5112736225128174,9,5.0
너무 가동적이고 재밌었어요 ,0.9924634695053101,10,10.0
잔잔히 재밌었어용 추천합니다 ,0.9913123250007629,10,10.0
정말 감동적인 영화 네요 보면서 울엇어요 ,0.9922176599502563,10,10.0
인생영화입니다 영화관 스크린에서 보니 감회가 새롭네요 ,0.9922198057174683,10,10.0
아름다운 여운이 남는 영화입니다 ,0.9918789863586426,8,8.0
너랑 봐서 좋았고 너무나 행복했어 ,0.992401123046875,10,10.0
재밌게 잘봤어요 ,0.9922967553138733,9,9.0
인생영화 ,0.9893277287483215,10,10.0
이 영화를 처음으로 너와 죽을때까지 같이 보고싶다 ,0.9803558588027954,10,10.0
