문장,긍정 확률,star,result
연기력스토리감독의 표현력 모든면에서 최고였다 ,0.9920639395713806,10,10.0
다시봐도 감동적인 영화네요스토리도 배우도 탄탄하네요 ,0.9913597702980042,10,10.0
진심 인생영화 안보실분들 꼭 보길바래요  ,0.9860066175460815,10,10.0
예전에 보았었던 영화인데다시 봐도 감동이네요 너무 좋은 영화였어요 ,0.9918354749679565,9,9.0
몇번이고 다시봐도 좋네요 ,0.9920672178268433,10,10.0
오랜만에 마음 편하게  눈물 흘리고 가슴 따뜻하게  볼 수 있었던 영화 ,0.9914681911468506,9,9.0
모처럼 가슴을 따뜻하게히는 감동적인 영화였다첫사랑을 끝까지 지켜내며 사랑의결실로 죽는 그순간까지 사랑하는 사람과  함께한다는것  현재를 살아가는 이들에게 강추하고픈 영화였다 ,0.9907113909721375,10,10.0
이렇게 보는내내 가슴따뜻한 영화가 다시나올까요 ,0.9920274615287781,10,10.0
재개봉했다고해서 간만에 다시 봤는데역시에욯 ,0.7820114493370056,10,8.0
점도 부족한 인생영화 ,0.13252855837345123,10,1.0
옛날에 개봉한거 치고는 재미잇엇어용 ,0.9646744132041931,9,9.0
강추 꿀잼이에여 ,0.9919370412826538,10,10.0
애인이 슬픈눈물을흘리면서 보는모습을보고 저희도 같은상황이거든요 아무튼 약속하구 엉뚱한데로가서 저를 찾아요 ,0.6615201830863953,9,6.0
기대보단 별류 진부하지 않앗나 생각 ,0.4271838068962097,7,3.0
말로만 듣던 명작이었는데 로 안보고 영화관에서 볼 수 있어서 참 좋았어요 인생에서 선택을 하는 순간순간의 아름다움이 절절히 느껴졌어요 ,0.9917864203453064,10,10.0
상영중에 전화받는 사람때문에라도 또 볼 영화 ,0.803877592086792,10,8.0
재개봉해서 다시 보게 된 영화사랑하는 사람이랑 보게 돼서 그런지 더욱 더 와닿았던 영화 다시 또 보고싶은 영화네요 ,0.990871012210846,10,10.0
울다가 웃다가 하면서 감동깊게 봤어요 ,0.9919551014900208,10,10.0
정말 여운이 남는 영화였습니다이런 영화를 재 개봉 해주셔서 감사드립니다 ,0.9922060370445251,10,10.0
진정한 사랑 진실된 사랑 을 하고 싶은 영화에요 ,0.9920280575752258,8,8.0
오랜만에 다시 본 영화 최고입니다 ,0.9919732809066772,10,10.0
재개봉관에서 설레는 맘으로 보다가 어 어디서 보던 장면인데 싶었는데 아차차 몇 년 전 텔레비전에서 이미 본 영화였던 것 볼 때마다 새록새록 삶에 대한 사랑에 대한 성찰을 던져주는 좋은 영화 사랑에 관한 매우 완성도 높은 걸작 ,0.9916395545005798,10,10.0
영화는 혼자 봤지만 곁에 있는 사람의 소중함과 애틋함을 느낄 수 있는 영화였어요 이제서야 접하게 되어 아쉬울 뿐이네요 잘 봤어요 여운이 많이 남을 것 같아요 ,0.9914843440055847,10,10.0
왜 재개봉을 했는지 알겠네요  인생영화당첨 ,0.971255898475647,10,10.0
최고에요 엄청 우럭따 ,0.9887793064117432,10,10.0
학창시절 너무 좋아하던 영화였습니다  사랑하는 사람을 만나 같이 영화관에서 이 영화를 다시 보니 감회가 새롭네요 여전히 가슴 아리고 행복했습니다 ,0.9916771650314331,10,10.0
열정적인 사랑에 관한 영화 ,0.9884063005447388,8,8.0
뭉클하고  아름다운 사랑 그리고 인생이야기 ,0.9917235970497131,10,10.0
개봉당시에도 인기 있는 영화 였는데  그당시에는  오히려 인기영화는 보기 싫어서 노트북을 못 보고 지나갔고 티비에서도 여러번 해줬는데도 무슨 고집으로 안봤는지 이때까지 못봤네요재개봉 했다길래 예매하고 오늘 보고 왔는데 완전 감동 먹고 왔어요 ,0.9922086000442505,10,10.0
영원한 명작 포스터의 글귀 대로 사랑한다면 이들처럼 ,0.985230028629303,10,10.0
제일 좋아하는 영화를 극장에서 다시 보게되어 좋았습니당 ,0.9906871914863586,10,10.0
너무좋아요 진짜 사랑하고싶어졌어요 ,0.9920483231544495,10,10.0
슬픔과감동이 ,0.992199718952179,10,10.0
재밌어요 짱짱인생영화 ,0.9922810196876526,10,10.0
굿 역시 명작은 명작입니다 ,0.9925236105918884,10,10.0
아름다운 가슴이 따뜻한 영화였어요 ,0.9918128252029419,9,9.0
너무 감동적이고 이렇게 사랑하고 싶어요 ,0.9916927814483643,10,10.0
가슴이 뜨거워지는 영화 ,0.9921150803565979,10,10.0
재개봉영화는 이유가 있어요혼자서도 보시는뷴들많고 너무 아름답게 봤어요 ,0.9919231534004211,10,10.0
둘은 로맨스인데 버려진 사람들은 ,0.4229198098182678,7,3.0
정말 여운이 남는 영화네요 영화 좋아하시는분은 꼭 한번은 봐야 할거같습니다 ,0.9918530583381653,10,10.0
너무너무너무너무잼잇는영화 ,0.9920593500137329,10,10.0
둘의 사랑은 변하지 않았을까 ,0.9193850755691528,10,9.0
네 엄마가 있는 곳이 내 집이야단연 최고 입니다 ,0.9916252493858337,10,10.0
역시는 역시 명작답네요 ,0.9920904636383057,10,10.0
간만에 머리띵할때까지 펑펑 운 찐한 영화  ,0.992230236530304,9,9.0
내내 입가에 미소를 띠고 보다가 마지막에는 울면서 나왔네요 먹먹하면서 따뜻한 영화였습니다 ,0.9915717840194702,9,9.0
노트북 최고에요 정말 꼭 보시길 ,0.9913017153739929,10,10.0
남자주인공의 순정파 사랑에 감동받았어요 ,0.9924513697624207,9,9.0
예전에 봤던거 또 보는거지만 재밌어요 ,0.9921448826789856,9,9.0
진짜 정말 감동적인 영화였습니당  최고에욧  ,0.9924924969673157,10,10.0
너무나 잔잔한 뻔한 이야기지만 그래도 너무 좋고 슬픈 레이첼맥아담스 너무 사랑스러운 ,0.9917941689491272,9,9.0
재밌기도 했는데 그냥 너랑 봐서 좋았어 ,0.9242982268333435,10,9.0
내인생영화 리개봉한데서 다시봤는데 역시나감동 ,0.9919636249542236,10,10.0
오랫만에 관람한 멜로장르인데 나쁘지 않았네요 ,0.9923477172851562,9,9.0
좋은영화였습니다 다음에도 ,0.9923515915870667,10,10.0
두번봐도 명작 갓트북  감동적 ,0.9920336604118347,10,10.0
정말 잼있게 봤습니다 첫사랑에 대한 ,0.9916685819625854,10,10.0
완벽한 사랑 우리의 완전한 사랑 ,0.9877049922943115,10,10.0
인생영화꼭 봐야합니다 ,0.9923340082168579,10,10.0
시간을 두고 꼭 다시 보고싶은 영화  볼때마다 느끼는 감정은 또 다를 것같다너무나 아름답다 ,0.9918654561042786,10,10.0
너무 재미있게 봤습니다 감동적이네요 ,0.9920430779457092,10,10.0
말이 필요 없는 영화  실화라서 더 감동 ,0.9921547770500183,10,10.0
명작다시보니더좋았어요 ,0.9923921823501587,10,10.0
랩탑 노트북인줄만알고 있었는데 감명깊게 봤습니다 재미와 감동이 있습니다불륜이니어쩌고하는분들이 있는데 영화있는그대로 봐주시길 바랍니다 ,0.9921801090240479,10,10.0
너무 달달해서 좋았다 좋았다고 ,0.9922512173652649,9,9.0
정말 너무 집중해서 잘봤어요  명작  ,0.9921486377716064,10,10.0
결혼하고 남편이랑 꼭 보고싶었는데 다시 개봉한다고햐서 봤는데 정말 감동깊게 봤어요끝에서 남편도 울고 나도 울고 정말 이쁘게 살고싶네요 ,0.9913229942321777,10,10.0
감동적이게잘봣습니다 ,0.9921463131904602,10,10.0
엄마랑 같이 봤는데 엄마가 넘 감동받았네요 이미 봤던 영화였지만 역시 명작 ,0.9914804697036743,10,10.0
다시봐도 꾸르잼 넘나 재밌는것 ,0.9918156266212463,10,10.0
너무 감동적이에요후회없어용 ,0.9922105073928833,10,10.0
감동적인 영화입니다 ,0.9925029277801514,9,9.0
레이첼 맥아담스가 너무 사랑스럽다 ,0.9923250675201416,7,7.0
감동적인 진정한 사랑기억 ,0.9924170970916748,10,10.0
신선하면서 깨달음도 있고여러가지를 얻게 된 영화인 듯 ,0.9921777844429016,10,10.0
전혀 아쉽지 않다고 하면  거짓말이겠지만   요즘  세상에 보기힘든 따뜻한 로맨스가 있는 영화 ,0.9923744797706604,9,9.0
눈물이앞을가리는결말을알고있어도재밌는영화 ,0.9920876622200012,10,10.0
재개봉 한 이유가 있네요 명작 입니다 재밌습니다 ,0.9923622608184814,10,10.0
사랑이란 명제를 다시금 떠올리게 하는 오늘이였다 매순간 내선택은 내마음 전부였던가 ,0.9853996634483337,9,9.0
오랜만에 감성에 젖은 영화 ,0.9918588995933533,9,9.0
고백하고 같이살고 같아 간다는것 아름다운 이야기 ,0.9918801188468933,10,10.0
명작이라고해서 보러갔는데  재미있게  봤습니다 ,0.9923638105392456,10,10.0
찰나라고 생각했지만 영원이었던 사랑 ,0.9856761693954468,10,10.0
노아같은남자가 또워디있데냐 ,0.150067538022995,10,2.0
명작임 군대에서보고 또보러왔음 ,0.9922163486480713,9,9.0
정말 잔잔한 감동과 여운 인생영화 ,0.9918939471244812,10,10.0
슬프지만 감동적인 사랑얘기 ,0.9922662377357483,10,10.0
조조로 봤는데 생각보다 괜찮네요 영화가 아닌 현실의 앨리였다면 그래도 노아가 아닌 론을 택했을 거라 생각해서 별로 가슴에 와닿진 않았어요 그치만  마지막 순간까지 서로를 열렬하게 사랑한다는 건 정말 아름다운 일이네요 마지막 장면에 눈물이 핑 ,0.9921203851699829,8,8.0
로맨스와 불륜드라마의 사이 ,0.029755577445030212,8,0.0
역시명작기대한만큼 굳 ,0.9921896457672119,10,10.0
배울게 많았습니다 다방면에 연애방법을 배웠네요 ,0.9921653270721436,10,10.0
보고보고 또 보고도 또 보고싶은 영화 ,0.9918051958084106,10,10.0
울면서 봤어요 짱짱 ,0.9924606680870056,10,10.0
 명작이라 불릴 수 밖에 없는 우연들의 집합 ,0.9924311637878418,8,8.0
감동입니다 ,0.9909573793411255,10,10.0
뻔한 스토리 일지모르지만 그 애잔함은 결코 뻔하지않다 ,0.9916874766349792,9,9.0
인생영화에요정말잔잔한여운 또보고싶어요 ,0.9919114708900452,10,10.0
감동이다 재미있다 추천 ,0.9923673272132874,10,10.0
다시봐도좋았어요 꿈같은얘기 ,0.991847038269043,8,8.0
이건 진짜 휴 보는내내 몽글몽글 ,0.5283160209655762,10,5.0
노트북 다시봐도 좋습니다 ,0.9025673270225525,8,7.0
가슴 촉촉해집니다 첫사랑이 이렇게 이뤄질 수도 있네요 풍광이 넘 아름답습니다 나이 들어도 볼 수 있는 첫사랑 영화 강추 ,0.991332471370697,9,9.0
연출과 내용 모두 멋지다 ,0.9920831918716431,10,10.0
아무리봐도봐도 여운남고멋진영화 내 인생영화  ,0.9918872714042664,10,10.0
개도 아깝지않은  ,0.8014535903930664,10,8.0
너무 좋아요 영화관에서 다시 보니 더 좋았어요 ,0.9919431209564209,9,9.0
정말 감동적이에요  꼭 보세요 ,0.9923985600471497,10,10.0
가슴뭉클해지는 영화입니다 ,0.9921545386314392,10,10.0
오랜만에 다시 보게 되어서 좋았어요 ,0.9918578267097473,10,10.0
년이 된 영화인데도 식상하지 않은 감정선이었어요 ,0.9917621612548828,9,9.0
어렷을땜 감동적이엇지만 지금 보니 조금 유치했다 ,0.09687882661819458,7,1.0
너무 달달하고 열렬한 그런 사랑을 보니 나도 설렜지만 슬프고도 아름다웠다  한번쯤은 저런사랑 해본다면 후회가 없을거같다 ,0.9915655851364136,10,10.0
재밌었어요  로맨틱한 영화 굿뜨 ,0.9921189546585083,9,9.0
현재의 사랑은 소중하다 ,0.9375481605529785,10,9.0
평점을 내릴만한 이유가 어느것도 없다 나에겐 완벽한 영화 그리고 로맨스영화라기보단 한편의 판타지같은 영화 사랑합니다 노트북 ,0.82786625623703,10,8.0
따뜻한 사랑의 감정을감정을  잘표시한  넘 인간적영화 ,0.9920269846916199,9,9.0
집에서 로 보고 감동적이어서 집사람과 극장에서 다시 보앗네요눈물이 주룩  로멘스 영화를 좋아하시면 강추 ,0.9918907880783081,10,10.0
어릴때나 지금이나 세월이 지나면서 변하는건 나 뿐영화를 보면 난 앨리 였을 때 노아를 선택할까또 시간이 지나 다른 해에 보면 지금이랑 다른 생각을 하겠지만 영화가 끝나고 시간이 한참 지나도 가슴이 먹먹한자꾸 생각나는  ,0.9919829964637756,10,10.0
너무 재미있게 봤네요추천이요 ,0.9921625256538391,9,9.0
너무 좋아했던 영화가 다시 영화관에서 개봉해서 너무 좋았습니다 ,0.9922492504119873,10,10.0
지고지순의 끝 이런 사랑이 정말로 있다면 좋겠다 ,0.9924015998840332,10,10.0
추천추천추천추천추천 ,0.9914724230766296,10,10.0
감동 눈물 좋습니다 꼭 보세요  ,0.9923893809318542,10,10.0
네 엄마는 나의 집이란다 ,0.8910492062568665,10,9.0
와진짜 명작은 명작이네요 마지막장면에서 너무 감동받아서 폭풍눈물저런사랑을 죽기전에 한번이라도 하면 진짜 후회없는 인생일듯 ,0.9914596080780029,10,10.0
끝까지 곁에 남아주는 사람이 있음에 부러운 ,0.5951950550079346,10,6.0
기대보단 별로였지만 그래도 이 정도면 로맨스 명작 ,0.9923776388168335,7,7.0
한국에서 유독 인기몰이 했다길래 조조로 오늘 봄 생각에 낭만적이기만 한 뻔한 애정영화일거라 생각했는데 인생과 죽음에 대해서 생각해보게 한 현실적인 드라마물 ,0.9918443560600281,9,9.0
소개 받은 여자와 두번째 만남때 보게되었습니다 중학생때 한번 보고 두번째로 봤는데 역시 최고 그리고 저는 여자친구가 생겼습니다 ,0.9917992353439331,10,10.0
세 관람인데 조금 선정적인 부분이 있었다저체적인 느낌을 표현하기위한 최소한이라 이해했다 ,0.22083590924739838,7,2.0
년만에 다시 본 영화인데 너랑 봐서 새롭고 더 뭉클하고 감동이었다 ,0.9916461110115051,10,10.0
지금까지 본 영화중에 최고로 감동적인영화 그리고 아쉬울 장면이 없는 영화 다시 꼭 사랑하는 사람이랑 보고싶은 영화 ,0.9913781881332397,10,10.0
영화가 재개봉되는 동안 저도 많이 변한 것 같아요 처음 영화를 봤을 때랑 지금이랑 다르네요 확실한 건 그렇게 사랑받는 여주가 너무 부럽다는 겁니다 ,0.9825533032417297,10,10.0
예나지금이나 너무 가슴 따뜻한 영화에요 ,0.9923692941665649,10,10.0
 중반에 주책맞게 영화를 보면서 눈물을 흘렸네 ,0.7701603174209595,9,7.0
아주 재밌고 슬프펑감동적 ,0.9921896457672119,10,10.0
너무공감가는 주옥같은 대사들  ,0.9924513697624207,9,9.0
보고나서 바로 다시보고싶은 영화 ,0.992214024066925,10,10.0
오랜만에 로맨스영화를봤는데너무나도 아름답고 감동적인 영화마지막장면엔 눈물이 ,0.9915282726287842,10,10.0
재밌었어요 레이첼맥아담스 넘 예뻐요 ,0.9915047287940979,9,9.0
감동이예요 최고입니다 ,0.9925149083137512,10,10.0
역시 다시봐도 명작이네요 ,0.9918919801712036,10,10.0
번봤는데 극장서 드뎌 정말좋았어요 ,0.9923055768013,10,10.0
재밌었다 살짝 영화   가 떠오르는 영화 주인공들이 넘 예쁘고 옛날 색감이 많이 나는 영화  살짝 진부할 수도 있음 ,0.9919108748435974,8,8.0
감동적이였어요  ,0.9924944639205933,10,10.0
하 진짜 너무 재밌고 보는내내 울었어용 ,0.9921108484268188,10,10.0
보고 또 봐도 볼때마다 감동의 눈물을 흘리게 되는 영화네요사랑스러운 영화   ,0.9915862083435059,10,10.0
정말 감동적이네요  ,0.9923789501190186,10,10.0
와보는 내내 감동이였던  왜 재개봉했는지 알겠어요 ,0.7773035168647766,10,8.0
사랑의절벽 사랑을 통해 행복해지는 삶을 넘 감동적으로 잘 그렷네요 ,0.9915149211883545,9,9.0
정말 재미있습니다꼭 보세요 ,0.9924502372741699,10,10.0
재미지다 ,0.9768314957618713,10,10.0
전개가 상상되지만 알고도 감동이 쥬륵 ,0.992280125617981,8,8.0
극장에서 보는 노젓는 씬은 정말 예술이었다 ,0.8428654074668884,10,8.0
예전의 감동이  다시  살아나네요 ,0.9908588528633118,9,9.0
다시 보고싶은 엉화얏습미다 너무 지밋어요 ,0.9923526644706726,8,8.0
년 전에 봤던 노트북과 년후에 본 노트북은 느낌이 다르네요 ,0.6858786940574646,8,5.0
열번은 봤지만 다시 봐도 좋은 영화 ,0.9919902682304382,10,10.0
옛날부터 보고싶었던 영화인데 기대를 져버리지 않는 영화였어요 너무 좋은 영화 다음에 또 보고싶은 영화 앨리와 노아같은 사랑하고싶네요 정말 추천합니다 ,0.9914568066596985,10,10.0
약혼남이 불쌍하긴하네요 ,0.30959245562553406,9,3.0
영화를 한 번이상 잘 보지않는데  이영화는 네번이나 봤다 지루할틈없이 내용이 전개된다그들의 사랑이 정말 감동적이다 ,0.9920368194580078,10,10.0
처음에 봤을때보다 또다시 봤을때 더 깊이 공감이 되고 본연의 내모습을 볼 수 있는 진짜 사랑이 무엇인지 보여준 영화라고 생각합니다 보는 내내 너무 좋았습니다 ,0.9914734363555908,10,10.0
너무첫사랑이생각나는영획고결말이너무여쁩니딘 ,0.8181836605072021,10,8.0
언제나 다시봐도 최고의 인생 영화  ,0.9918513894081116,10,10.0
감동적인 영화였어요 ,0.9924681782722473,10,10.0
점도모자라다 아름다운동화를 본느낌 행복했어요 ,0.9908626079559326,10,10.0
아무 생각 없이 봤다가 눈물 콧물 쏙뺀 영화 ,0.9455774426460266,8,8.0
처음본건데 나쁘지않네요 재밌습니다 여주가 되게 사랑스러워요  ,0.9919468760490417,10,10.0
현재나 지금이나 많은 커플들에게 교훈이될수있는영화  정답은 없음  ,0.8263170719146729,10,8.0
너무 감동적이고 좋은내용이네요 ,0.9923132061958313,10,10.0
역시졸잼맥아담스 너무 이쁘다 ,0.9857847094535828,10,10.0
재밌었다 너와 함께라서 ,0.9923424124717712,10,10.0
감명깊게 잘봤습니다 정말 멋진 영화입니다 ,0.9920297861099243,10,10.0
최고좋은 영화와 여자친구의 눈물을 함께 봤네요추천요 ,0.9923843741416931,10,10.0
사랑한다면  노아처럼  ,0.8974229693412781,10,9.0
더도 덜도 안해서 그냥 멜로물뭔가 본거같은 스토리 ,0.017956435680389404,6,0.0
 영화가 끝났는데도아직도 여운이 남아있네요 ,0.9920823574066162,10,10.0
잔잔한 감동을 준영화 잘봤습니다 ,0.9923239946365356,9,9.0
너무아룸답고 사랑스럽고 안타깝고 슬프고 행복한 영화 였어요  ,0.9922237396240234,9,9.0
다시봐도 너무 재미있는 영화예요 영화관에서 연인과 다시 한번 볼것을 추천해요 ,0.9916310906410217,10,10.0
명작입니다  잘봤습니다 ,0.9924702644348145,10,10.0
뻔한 스토리에 감동을 불어넣는 능력알면서도 울수밖에 없었다 ,0.847316324710846,9,8.0
명불허전 노트북 재개봉하는 이유가 있음 근 하도봐서 지겨움 ,0.032586678862571716,10,0.0
번은 본것같은영화를 영화관에서 보게 되다니 너무 행복 ,0.9922755360603333,10,10.0
순수하고 풋풋한 사랑을 느끼게 해준 ,0.991690993309021,9,9.0
명작이에요 티비에서 할때 조금씩 보다말았는데 재개봉하니 다시 볼수있고좋아요 ,0.9916266202926636,9,9.0
년전에봤을때랑지금봤을때 느낌이너무다르네요 너무재밋게 봤습니다 ,0.9918230175971985,8,8.0
안녕 내 인생영화 영화관에서 보게 되다니 너무 기뻐오빠랑 봐서 더 행복해 ,0.9924772381782532,10,10.0
인생영화눈물이계속났다 ,0.9923805594444275,10,10.0
완전슬픔  ,0.9821041226387024,10,10.0
충분히 예상되는 시나리오지만 잔잔한 감동이 굿 ,0.9923064112663269,9,9.0
내 인생영화   영화관에서 봐서 너무 좋았어요 ,0.991932213306427,10,10.0
넘나 감동적이에요 인생영화 ,0.9921046495437622,10,10.0
슬펐어요 ,0.925053060054779,10,9.0
아름다운 옛 이야기를 들었다 ,0.9919486045837402,9,9.0
눈물흘리고왓어요 로맨스로는 최고 ,0.9897328019142151,10,10.0
절절한 사랑 이야기 평생 한 사람만 사랑한다는 건 참 대단하면서 아름답고 멋지다 ,0.9916442036628723,8,8.0
첫사랑로맨스의 정석같은 작품 ,0.9820050001144409,10,10.0
풋풋한 두배우의 연기도 좋았지만 나이 들어서도 끝까지 그 사랑을 놓지않고 지켜주는 모습이 무척 아름다웠습니다 ,0.9913992881774902,8,8.0
너무 좋아하는 영화라 남자친구 데리구 같이 보고왔어요 저는 내용을 다 알아서 처음부터 슬펐습니다 눈물이 주륵주륵 ,0.9922953844070435,10,10.0
따뜻한 영화 사랑은 연합이네요 ,0.6682100892066956,10,7.0
제가 가장 좋아하는 영화 인정합니다 ,0.9916499853134155,10,10.0
노년의 사랑은 아름다웠지만공감은 잘 ,0.44074752926826477,7,3.0
다시 봐도 멋진영화 입니다 ,0.9921826720237732,9,9.0
너무좋았어요 사랑스러운영화네요 ,0.9920768737792969,9,9.0
너무 좋았어요 인생영화 맘이 따뜻해지는 영화에요 ,0.9915913343429565,10,10.0
다시 봐도 정말 따뜻하고 재밌는 스토리네요 즐겁게 울며 보고 나왔습니다 ,0.9914626479148865,10,10.0
배경도 휼륭하고 짜임새  있는 완전 좋아하는 영화여요몇년전에 다운받아서 봤는데 새로운더 찐한 감동이 몰려오네요강추강추  ,0.9915297031402588,10,10.0
감동적이고 재밌었어요 ,0.9919658899307251,10,10.0
너무감동적이다 다시 보고싶다 ,0.992041289806366,10,10.0
시 영화인줄 알았는데 알고보니 시였네요 부랴부랴 가서 좀 사정을 얘기했더니 직원이 이상하게 쳐다보네요 영화못보고 원 잘 날렸습니다 너무하네 진짜 롯데시네마 센텀점 ,0.07037835568189621,1,0.0
다시봐도 정말 감동적인 영화 ,0.991826057434082,10,10.0
내 인생 영화영화관에서 못본 한을 풀었다 ,0.9919047355651855,10,10.0
재미있습니다 잔잔하고도 찡한감동이 있는 얘기네요 ,0.9919822812080383,10,10.0
같이 본 친구가 안 슬펐다고 했다 ,0.2318277806043625,10,2.0
애인이랑 봤는데 둘다 울고나왔어요재개봉 할만한 영화인듯꼭 보세요 ,0.9918745160102844,10,10.0
평생소장하고싶은 영화에요 감동입니다 ,0.9921410083770752,10,10.0
남자친구가 너무 울어서 귀여웠어요 ,0.9923031330108643,9,9.0
다시봐도 여운이 많이 남는 남주의 대사 여주의 표정이 좋은 로맨스 영화 ,0.991776704788208,10,10.0
보고 나니 연애가 아닌 사랑이 하고 싶어졌다 ,0.9920271039009094,9,9.0
영화속 주인공들이 부럽네요 ,0.585571825504303,9,5.0
노트북을 영화관에서 보게 되다니 ,0.2495998740196228,10,2.0
저에게도 이런 사랑이 왔으면 좋겠습니다 노아와 앨리의 사랑이 너무나 절절해서 가슴이 아프네요 ,0.9918471574783325,10,10.0
영화관에서 꼭 보고 싶었는데 아주 잘 봤어요나중에 또 이런 좋은 영화 개봉하면 보라 와야겠네용라이언고슬링 짱 멋져요추천합니다 ,0.9921295046806335,10,10.0
사랑에 대한 고찰은 가능케 해줌 ,0.9383546113967896,9,8.0
재개봉한다고해서 다시 보았네요가을에보기 딱 좋은 영화에요배경도 스토리도 참 아름답습니다 ,0.9919707775115967,10,10.0
몇 번을 봐도 감동을 주는 훌륭한 영화예요 ,0.9919689297676086,10,10.0
오랜만에 스크린으로 보니 정말 즐거웠습니다재밌었어요 ,0.9918780326843262,10,10.0
하나 하나 명장면과 명대사로 가득한 깊은 곳 까지 여운을 남기고 끝나버린 사랑스러운 영화 ,0.9915878176689148,10,10.0
한번꼭보세요 감동있는영화 ,0.9924254417419434,8,8.0
볼때마다 새로운 영화언제봐도 아름다운 사랑이야기 ,0.9920094013214111,10,10.0
엔딩이 아쉬워해애 ,0.21500764787197113,9,2.0
보는내내 눈물이 주르륵  정말 감동적이에요   ,0.9920291900634766,10,10.0
영화보는 내내  재미있었어요 ,0.992266833782196,9,9.0
짱잼이었어요 감동옹무한감동 ,0.9922860860824585,10,10.0
역시 인생영화 이영화를 영화관에서 보다니 감격의 눙무리 ,0.9459134340286255,10,9.0
역시 최고의 영화입니다 ,0.9922612309455872,10,10.0
익숙한 내용이었지만 볼만했어요 ,0.9870326519012451,8,8.0
내가하고있는사랑에생각이많이들게하는영화담에또재개봉한다면또보고싶은영화 ,0.9917616844177246,10,10.0
레이챌 맥 아담스가 연기한 앨리는 누군가를 떠올리기에 충분했다 ,0.9810390472412109,10,10.0
잘봤습니다 이런 사랑하고 싶네요 ,0.9925236105918884,10,10.0
보고 또 봐도 인생 영화 볼 때마다 오열해요 ,0.9921398758888245,10,10.0
사랑하기전엔 이영화를 본게 본게 아니였더라 ,0.5828568935394287,10,6.0
넘 감동적이고 본받고픈 사랑 ,0.9919493198394775,8,8.0
아아아주 아름답고 여운이남는영화 레이첼을때리고싶었다 ,0.9918557405471802,10,10.0
정말 재미있게봤습니다 ,0.9922263622283936,10,10.0
마지막이 아쉬웠다 레이첼 맥아담스는 왜이렇게 예쁜지 ,0.8696246147155762,8,7.0
재미있었다 몇번을 봐도 재미있었다 ,0.9918524622917175,10,10.0
재미잇어요 다시개봉한이유가잇어요 ,0.9924088716506958,10,10.0
순수하게 사랑했던 순간이 기억나고 사랑의 방식에 대해 생각하게 만드는 영화 ,0.9917430281639099,8,8.0
먹막하다인생에 이런사랑을 하고 받을 수 있다면감사하며 맘껏 사랑할텐데 할수만 있다면  ,0.9720832705497742,10,10.0
몇번을 봐도 감동적인 영화입니다 영화가 끝난뒤에도 여운이 가시질않네요 ,0.9917086958885193,10,10.0
현실에서 다시 낭만을 일깨워주는 영화 ,0.9918991327285767,10,10.0
재밌었습니다 꼭 보세요  ,0.9925008416175842,10,10.0
내 인생 영화라할수있는 영원한작품 ,0.9921425580978394,10,10.0
말로 형용할 수 없는 최고의 감정 ,0.9922524094581604,10,10.0
첫사랑은 잊을 수 없는 사랑인걸까우리는 왜 첫사랑을 잊지못하는가를 알려주는 영화 ,0.9903669357299805,8,8.0
가을에 딱 어울리는 영화다 감미롭고 감성이 풍부해지는 느낌이랄까 ,0.991967499256134,9,9.0
제가 제일 좋아하는 영화입니다 영화관에서 보게되어 기뻐요 ,0.9920445680618286,10,10.0
다시봐도 굿나도 이런사랑 해봤으면 ,0.9900668859481812,10,10.0
그냥 무조건한 세번봐야함 ,0.8213118314743042,10,8.0
